unique_id,isco88_cg_4,occupation_en,task_en,employer_en,product_en
AS26419_2,5220,salesperson,salesperson,retail industri,retail sale
AS26420_1,5220,sale,sale work,stateown unit,household applianc sale servic
AS26420_2,1210,proprietor,run household applianc sale busi,selfemploy busi,household applianc sale
AS26420_3,1233,sale manag,respons sale work,compani,asset manag servic
AS26422_1,3434,statistician,statist work,socialist educ organ,social educ
AS26422_2,4121,bill clerk,manag bill,cafeteria,food servic
AS26422_3,1224,manag,respons manag work,depart store,depart store
AS26424_1,8264,cotton wool worker,make cotton wool,militari industri unit,militari industri servic
AS26424_2,3152,inspector,inspect work,instrument factori,produc instrument
AS26425_1,7433,tailor shop proprietor,run homebas sew busi,selfemploy busi,sew servic
AS26425_2,9132,clean staff,clean work,hotel,hotel servic
AS26425_3,6110,farmer,plant crop,rural villag,plant crop
AS26426_1,3434,statistician,statist work,metal compani,metal servic
AS26426_2,3433,financ staff,financ work,joint ventur compani,manufactur
AS26426_3,3433,financi manag,financi manag,bank,financi servic
AS26426_4,3434,statist work,statist work,importexport compani,importexport servic
AS26427_1,7120,construct worker,construct work,construct site,construct servic
AS26427_2,6110,farmer,plant crop,rural villag,plant crop
AS26427_3,5230,veget vendor,sell veget,selfemploy busi,veget servic
AS26427_4,8322,passeng transport work drive pedicab,passeng transport work,selfemploy busi,passeng transport servic
AS26427_5,6141,landscap worker,landscap work,landscap compani,landscap servic
AS26429_1,6110,farmer,plant crop,rural villag,produc crop
AS26429_2,5122,kitchen help,kitchen work,cafeteria construct compani,food servic
AS26429_3,9132,cleaner,clean work,hospit tradit chines medicin,healthcar servic
AS26429_4,5122,kitchen help,kitchen work,cafeteria epidem prevent station,epidem prevent servic
AS26429_5,2460,templ manag,manag templ,qing yang palac,templ servic
AS26430_1,3439,villag cadr,respons rural villag administr work,rural villag,plant crop
AS26430_2,6110,farmer,plant crop,rural villag,plant crop
AS26431_1,7422,woodwork,woodwork,privat studio,woodwork servic
AS26431_2,110,soldier,militari servic,armi,militari servic
AS26431_3,7233,mechan repair staff,mechan repair work,power cabl factori chengdu,produc power cabl
AS26432_1,5122,chef,chef,privat restaur,food servic
AS26432_2,8223,polish,respons polish work,bicycl factori,produc bicycl
AS26432_3,8274,onsit attend,onsit attend,food product plant,produc cake
AS26432_4,4131,build materi manag,build materi manag,construct compani,construct servic
AS26434_1,7120,construct worker,construct work,construct unit,construct servic
AS26434_2,8211,diecast worker,cast work,machineri foundri,machineri cast servic
AS26434_3,6110,farmer,plant crop,rural villag,plant crop
AS26434_4,8324,truck driver,cargo transport work,selfemploy busi,cargo transport servic
AS26435_1,7242,household applianc mainten repair proprietor,household applianc mainten repair work,selfemploy busi,household applianc mainten repair servic
AS26435_2,3114,base station construct intern line technic worker,technic work,communic compani,communic servic
AS26436_1,4100,soldier,propaganda work,armi,militari servic
AS26436_2,4100,administr staff parti offic,administr work,commerc bureau,commerci servic
AS26436_3,4141,file clerk,file work,commerc bureau,commerci servic
AS26436_4,4100,parti offic administr staff,administr work,bureau materi equip,materi servic
AS26437_1,6110,farmer,plant crop,rural villag,plant crop
AS26437_2,8266,shoe manufactur worker,make shoe,shoe factori,produc shoe
AS26437_3,7422,make door window,make door window,furnitur factori,produc furnitur
AS26439_1,8113,test bore worker,test bore,china water resourc hydropow seventh engin bureau,hydropow servic
AS26440_1,6110,farmer,plant crop,rural villag,plant crop
AS26440_2,8263,garment worker,make cloth,garment factori,make cloth
AS26440_3,7132,floor worker,instal floor,floor factori,produc floor
AS26440_4,8253,fruit bagger,make fruit bag,paper product process plant,process paper product
AS26440_5,8264,dye process,process dye,dye work,process dye
AS26440_6,8111,coal miner,extract coal,coal process plant,extract coal
AS26442_1,4133,dispatch,public transport dispatch schedul,public transport compani,public transport dispatch servic
AS26444_1,6111,farm,plant crop,farm,farm
AS26444_2,1210,sell fruit proprietor,proprietor manag busi,selfemploy busi,sell fruit
AS26445_1,6111,farm,plant crop,farm,farm
AS26447_1,3133,technician,oper machineri radiolog depart,aeronaut hospit,healthcar
AS26447_2,7137,electrician,electr power mainten,aeronaut hospit,healthcar
AS26449_1,7214,assembl worker rivet,assembl worker,sichuan construct group,provid tower crane construct
AS26449_2,2142,technic engin,technic engin staff,sichuan construct group,provid tower crane construct
AS26450_1,7233,worker,maintain repair machin,farm machineri repair facil pi counti,tractor mainten repair
AS26450_2,7233,worker,repairman,clutch factori,produc clutch
AS26450_3,8322,driver,driver,clutch factori,produc clutch
AS26450_4,8322,driver,driver,agricultur bureau,agricultur manag
AS26450_5,1210,proprietor,busi manag,print work,print work
AS26451_1,6130,farmer,plant crop rais domest anim,farm,plant crop rais domest anim
AS26451_2,8124,oper,workshop oper,steel pipe plant,steel pipe factori
AS26451_3,7442,adhes worker,affix shoe sole,shoe factori,shoe manufactur
AS26452_1,6110,farm,farm,farm,farm
AS26452_2,8275,extract oil,extract veget oil,oil mill,oil mill
AS26452_3,6110,farm,farm,farm,farm
AS26454_1,5111,airlin stewardess,servic,airlin,airlin
AS26455_1,6111,farm,plant crop,farm,farm
AS26455_2,7124,woodwork,build scaffold,construct compani,build hous
AS26456_1,8122,worker,molten steel cast,steel plant,steelmak
AS26456_2,3439,manag staff,administr manag,steel plant,steelmak
AS26457_1,6114,farm,plant crop veget,farm,plant crop
AS26459_1,7120,construct worker,build hous,construct compani,build hous
AS26459_2,6111,farm,plant crop,farm,farm
AS26459_3,9331,cargo hauler,drive pedicab deliv cargo,selfemploy busi,haul deliveri selfemploy
AS26459_4,8322,deliveri person,deliv merchandis,factori food product wholesal,food product wholesal
AS26460_1,6111,educ urban youth,plant crop,rural villag,farm
AS26460_2,3439,attend,administr manag,textil mill,produc veil fabric
AS26460_3,3429,employe,sale,advertis compani,media advertis
AS26461_1,3241,physician,physician tradit chines medicin,township health center,healthcar
AS26462_1,8159,worker,worker,chemic fertil plant,chemic fertil product plant
AS26462_2,7221,blacksmith,blacksmith,xindu district second light industri bureau,make farm implement
AS26464_1,110,artilleryman,artilleryman train,artilleri unit,artilleri unit
AS26464_2,6110,farmer,plant crop,farm,plant crop
AS26464_3,5169,secur,secur guard manag,ceram tile factori,ceram tile manufactur
AS26464_4,5169,secur,secur guard,properti compani,properti manag
AS26464_5,3439,logist attend,logist manag,school project depart,school educ
AS26465_1,6111,farm,plant crop tea,farm,plant crop
AS26466_1,3118,draftsman,draft,lumber mill chengdu,lumber process
AS26466_2,3439,offic director,administr manag,lumber mill chengdu,lumber process
AS26466_3,2451,report,news gather,newspap offic,publish newspap
AS26466_4,3132,director,prepar broadcast program,sichuan radio televis,broadcast program
AS26466_5,3439,attend,administr manag,sichuan radio televis,broadcast program
AS26467_1,4222,front desk servic staff,front desk servic financi manag,bank,bank financi servic
AS26469_1,7137,electrician,electrician,mei ah entertain group,silk factori
AS26469_2,1210,selfemploy busi,selfemploy busi,selfemploy busi,selfemploy busi
AS26470_1,5162,traffic polic offic,traffic manag,traffic control bureau,traffic manag
AS26471_1,6110,farmer,plant crop,farm,plant crop
AS26471_2,5122,potstew veget sale,make potstew veget sell,selfemploy busi food product sale,potstew veget product sale
AS26471_3,9312,construct worker,casual labor construct site,construct site,home construct
AS26472_1,110,soldier,train,shenyang militari region,armi
AS26472_2,2221,physician,diagnos ill,matern children healthcar hospit ziyang,healthcar servic
AS26472_3,2221,physician,perform surgeri,ziyang 1 peopl hospit,healthcar
AS26472_4,5220,proprietor,sell pharmaceut,selfemploy busi,sell medicin materi
AS26474_1,6110,farm,farm,farm,farm
AS26474_2,8232,worker,plastic factori,plastic factori,plastic factori
AS26476_1,4100,civil servant,civil servant,bureau industri commerc,administr industri commerc
AS26476_2,4100,civil servant,civil servant,food drug administr,food drug administr
AS26477_1,2221,physician,physician,chongzhou municip health center,hospit
AS26479_1,2300,teacher,teacher,privat school,school
AS26479_2,4100,civil servant,civil servant,govern,govern
AS26479_3,3439,manag,manag,pharmaceut manufactur,pharmaceut manufactur
AS26480_1,6110,farm,farm,farm,farm
AS26480_2,7442,shoe pattern,shoe pattern,shoe factori,shoe factori
AS26481_1,6110,farm,farm,farm,farm
AS26481_2,5123,odd job,odd job,hotel,hotel
AS26481_3,9322,pack,pack,dye work,dye work
AS26482_1,2223,veterinarian,administ poultri inject,anim husbandri veterinari bureau,poultri veterinari servic
AS26482_2,5220,sell food product,sell dri good groceri,selfemploy busi dri good groceri sale,dri good groceri sale
AS26484_1,2230,nurs,nurs work,hospit liangshan zhou,healthcar
AS26484_2,1210,busi director,manag,district health center panzhihua prefectur,medic institut
AS26484_3,3226,physic therapist,oper physic therapi equip,china railway eryuan engin group chengdu,medic servic
AS26485_1,3442,tax administr assist,assist collect tax,puyang tax offic,collect tax
AS26485_2,4131,salesperson,inspect cargo,chengdu huaq compani,provid chemic industri raw materi
AS26485_3,8322,driver,driver,taxi compani,taxi servic
AS26485_4,7120,construct worker,worker,construct compani,build hous
AS26486_1,2320,mathemat teacher,mathemat teacher,middl school,secondari educ
AS26486_2,3340,mathemat teacher,home mathemat tutor,home tutor middl school student,educ servic
AS26487_1,4115,offic staff,file inform manag,bank,bank
AS26489_1,8211,machin tool oper,oper machin tool equip,mechan electr product instal compani china,mechan electr instal
AS26489_2,8211,machin tool oper,oper machin tool equip,hydropow design institut,hydropow survey
AS26489_3,8211,machin tool oper,oper machin tool equip,armi unit panzhihua,armi
AS26489_4,8211,machin tool oper,oper machin tool equip,aluminum materi plant chengdu,make aluminum materi
AS26490_1,4223,signalman,communic servic,air forc unit,armi train
AS26490_2,110,staffer,staff offic command offic,air forc unit,air forc unit militari servic
AS26490_3,110,deputi battalion command,air forc command,air forc unit,air forc unit militari servic
AS26490_4,4113,offic staff,offic staff organ inform,personnel bureau,personnel affair manag
AS26491_1,8322,driver,driver,chengdu railway administr,railway administr
AS26491_2,3112,manag,manag,headquart foreign construct compani,construct
AS26492_1,7142,painter,painter,furnitur factori,furnitur factori
AS26492_2,7112,demolit,demolit,construct compani,construct compani
AS26494_1,3228,tradit chines herbal medicin apothecari,decoct medicin herb tradit chines herbal medicin apothecari,west china hospit sichuan univers,hospit
AS26494_2,7222,fitter,fitter,thermoelectr power plant,thermoelectr power plant
AS26494_3,8161,oper,oper,thermoelectr power plant,thermoelectr power plant
AS26494_4,8161,oper,oper,hydropow substat,hydroelectr power substat
AS26495_1,4223,correspond,correspond,armi unit,armi
AS26495_2,3439,manag,manag,silk factori,silk factori
AS26495_3,9152,doorman,doorman,properti compani,properti compani
AS26496_1,5121,network administr,network administr,network administr,network administr
AS26497_1,7113,process,process,stone materi plant,stone materi plant
AS26499_1,7141,coat worker,appli coat brush,decor compani,decor compani
AS26500_1,6110,farmer,plant crop,farm,plant crop
AS26500_2,5220,salesperson,sell apparel,selfemploy busi apparel sale,sell apparel
AS26501_1,6110,farmer,plant crop,farm,plant crop
AS26501_2,8290,packer,pack phosphat fertil,phosphat fertil plant,phosphat fertil manufactur
AS26501_3,8143,paper stacker,fold stack paper,paper mill,paper manufactur
AS26502_1,6110,farmer,plant crop,farm,plant crop
AS26502_2,8264,ironon interfac worker,ironon interfac leather garment,leather garment factori,leather garment manufactur
AS26502_3,7123,rebar worker,rebar shape,construct site,home construct
AS26502_4,7124,woodbas construct worker,hous wooden foundat oper,construct compani,home construct
AS26504_1,6110,farmer,plant crop,farm,plant crop
AS26504_2,7142,painter,paint,aircraft compani chengdu,aircraft product
AS26504_3,6110,farmer,plant crop,farm,plant crop
AS26505_1,6110,farmer,plant crop,farm,plant crop
AS26505_2,7113,stone grind buf worker,grind buf stone,haul stone,haul stone grind
AS26506_1,3113,technolog manag,technolog manag,power compani guangyuan,power compani
AS26506_2,3113,technolog manag,technolog manag,power compani mianyang,power compani
AS26507_1,5141,barber,barber,selfemploy barbershop,provid hair style servic
AS26507_2,4131,warehous custodian,warehous custodian account,depart store,provid daili use general merchandis
AS26507_3,4100,manag cadr,villag cadr,rural villag,rural villag
AS26507_4,4141,sell book,librari attend,bookstor,provid librari servic
AS26509_1,6110,farm work,farm work,rural villag,rural villag
AS26510_1,7411,slaughter chicken,slaughter chicken collect money,produc market,provid pork poultri suppli
AS26510_2,5230,potstew veget,sell potstew veget,selfemploy food product,provid potstew food product
AS26511_1,6110,farm work plant veget,farm work,farm work,rural villag
AS26511_2,6141,landscap worker,landscap worker,landscap compani,provid landscap
AS26511_3,9312,casual construct labor,unskil labor,selfemploy,provid home construct
AS26511_4,8290,packer,pack,food process plant,produc store frozen food product
AS26512_1,3112,onsit construct manag,onsit construct supervis,construct compani,provid home construct
AS26514_1,6110,farmer,plant crop,rural villag,plant crop
AS26515_1,2331,mathemat teacher,mathemat teacher,elementari school,school educ
AS26516_1,7120,construct worker,build hous,construct site,build hous
AS26516_2,5230,sell pork,sell pork,selfemploy busi,sell pork
AS26516_3,6110,farmer,plant crop,rural villag,plant crop
AS26517_1,6110,farmer,plant crop,rural villag,plant crop
AS26519_1,7142,lacquer ware worker,produc lacquer ware,handicraft factori,produc handicraft
AS26519_2,5162,administr work,administr work,polic station,polic station servic
AS26520_1,5220,proprietor small grain coupon busi,sell grain coupon,selfemploy busi,grain coupon servic
AS26520_2,7120,construct worker,construct work,construct entiti,construct servic
AS26520_3,8150,chemic plant worker,chemic engin work,chemic plant,chemic engin servic
AS26520_4,1210,dri good groceri store proprietor,oper dri good groceri store,selfemploy busi,dri good groceri store servic
AS26520_5,6151,fish pond proprietor,rais fish,selfemploy busi,aquacultur
AS26520_6,7411,pig slaughterhous proprietor,run pig slaughterhous,selfemploy busi,pig slaughter servic
AS26520_7,6110,villag cadr,administr work,rural villag,plant crop
AS26521_1,110,soldier,militari train,armi,militari servic
AS26521_2,3439,midlevel cadr,respons manag work,grain depot,grain depot servic
AS26522_1,3415,aftersal servic staff,aftersal servic,food process machineri factori,produc bean product
AS26522_2,3412,sale staff,sale work,insur compani,insur servic
AS26522_3,3112,engin measur,engin measur,construct compani,construct servic
AS26524_1,6110,farmer,plant crop,rural villag,plant crop
AS26525_1,6110,farmer,plant crop,rural villag,plant crop
AS26525_2,110,soldier,militari work,armi,militari servic
AS26525_3,6110,farmer,plant crop,rural villag,plant crop
AS26525_4,8266,make shoe,make shoe,shoe factori,produc slipper sandal
AS26525_5,8120,steel materi process,process steel materi,steel materi process plant,steel materi process servic
AS26526_1,3433,account work,account work,tradit chines herbal medicin materi purchas suppli depot chengdu,suppli tradit chines herbal medicin materi
AS26527_1,8211,punch press oper,punch press oper,factori 4431,produc transistor
AS26527_2,3152,inspect worker,respons product inspect,factori 4431,produc transistor
AS26527_3,8154,chemistri worker,chemistri work,factori 4431,produc transistor
AS26527_4,3152,inspect worker,respons product inspect,factori 4431,produc transistor
AS26529_1,6110,farmer,plant crop,rural villag,plant crop
AS26529_2,8263,make cloth,make cloth,factori,make apparel
AS26530_1,9333,stevedor,load unload work,automot transport compani,transport servic
AS26531_1,6110,farmer,plant crop,rural villag,plant crop
AS26532_1,7111,coal miner,respons coal mine work,coal process plant,produc coal
AS26532_2,8333,master shop travel oper,oper shop travel,finish steel plant,produc steel materi
AS26532_3,9152,guard,guard work,finish steel plant,produc steel materi
AS26534_1,3473,dancer,danc work,cultur troup,cultur servic
AS26534_2,4141,librarian,manag book,commune,commune servic
AS26535_1,7222,fitter,fitter,grind tool factori chengdu,produc mold
AS26536_1,7212,electr welder,electr weld work,construct unit,electr weld servic
AS26537_1,5123,food servic staff,food servic work,hotel chengdu,hotel servic
AS26537_2,2455,column editor,column edit,provinci cabl televis station,televis servic
AS26537_3,3429,salesperson,salesperson,advertis compani,advertis servic
AS26537_4,3412,agent,agent,insur compani,insur servic
AS26537_5,3439,depart manag,busi manag,travel agenc,travel servic
AS26539_1,2320,middl school teacher,mathemat teacher,middl school,educ servic
AS26540_1,3433,project financ,financ work,china railway 11th bureau group third compani,railroad servic
AS26541_1,6110,veget farmer,plant crop,rural villag,plant crop
AS26542_1,2455,actor,actor,cultur troup,cultur work
AS26542_2,4100,propaganda cadr,propaganda work,fire safeti equip factori sichuan,fire safeti servic
AS26542_3,3439,cadr,manag work,film product studio emei,film wast
AS26542_4,3433,account,account work,film product studio emei,film servic
AS26542_5,3340,piano teacher,teach piano,selfemploy busi,teach piano
AS26544_1,6110,educ urban youth,plant crop,rural villag,plant crop
AS26544_2,8332,construct worker,construct work,militia regiment xichang,build dam tunnel
AS26544_3,9322,mover,move materi,panzhihua iron steel,produc steel
AS26544_4,8162,boiler man,boiler work,panzhihua iron steel,produc steel
AS26545_1,6110,farm,farm,farm,farm
AS26545_2,4100,administr staff,administr staff,school,school
AS26546_1,2147,engin,engin,petrochina co ltd,petroleum
AS26547_1,2332,kindergarten teacher,teacher,villag nurseri school,earli childhood educ
AS26547_2,2331,teacher,teacher,elementari school,educ
AS26547_3,5220,sale staff,sale staff,suppli market cooper,sell merchandis
AS26547_4,3212,administr staff,agricultur technolog guidanc,rural villag develop bureau,rural villag develop plan bureau
AS26550_1,5220,salesperson,sell apparel,selfemploy busi sell apparel,apparel sale
AS26550_2,4211,cashier,cashier servic,ktv entertain venu,sing entertain venu
AS26551_1,5220,sale staff,sale,photographi studio,photographi
AS26551_2,3413,sale staff,sale,real estat sale,real estat sale
AS26552_1,7122,cement mason bricklay,cement mason lay brick,construct compani,provid construct oper
AS26552_2,5122,cook,cook,construct compani,provid construct oper
AS26552_3,5169,secur guard,secur secur guard,construct compani,provid construct oper
AS26554_1,6110,farm,farm,farm,farm
AS26554_2,5162,polic offic,polic offic,public secur bureau,public secur bureau
AS26555_1,6111,farm,plant crop,farm,farm
AS26556_1,6111,farm,plant crop,farm,farm
AS26556_2,8262,proprietor,make cotton glove,selfemploy busi,selfemploy busi
AS26557_1,7133,construct worker,bricklay,construct compani,build hous
AS26557_2,6111,farm,plant crop,farm,farm
AS26557_3,5230,proprietor,sell veget,selfemploy busi,selfemploy busi
AS26559_1,8131,worker,organ brick,machin made brick factori,produc brick
AS26559_2,1210,proprietor,busi manag,hotel,selfemploy busi hotel
AS26560_1,6111,farm,plant crop,farm,plant crop
AS26561_1,6110,farm,farm,farm,farm
AS26561_2,9333,carri coal,carri coal,selfemploy busi,selfemploy busi
AS26561_3,3439,manag,manag,selfemploy busi,selfemploy busi
AS26562_1,6110,farmer,plant crop,farm,plant crop
AS26562_2,3416,collect pig skin,recycl pig skin,selfemploy busi store pigskin,pig skin wholesal
AS26564_1,6111,farm,plant crop,farm,farm
AS26564_2,5122,chef,cook,cafeteria,food servic
AS26565_1,1210,proprietor,busi oper,apparel factori,make apparel
AS26566_1,9312,unskil labor,unskil labor,construct site,construct site
AS26569_1,6110,farm,farm,farm,farm
AS26569_2,9333,stevedor,stevedor,park lot,park lot
AS26569_3,6110,farm,farm,farm,farm
AS26569_4,1210,selfemploy busi,selfemploy busi,selfemploy busi,selfemploy busi
AS26570_1,8322,driver,driver,armi unit,armi
AS26570_2,8322,driver,driver,selfemploy busi,selfemploy busi
AS26570_3,8322,driver,driver,hope group,hope group
AS26570_4,8322,driver,driver,properti manag compani,properti manag compani
AS26571_1,6110,farmer,plant crop,farm,plant crop
AS26571_2,3415,sell feed,sell feed,selfemploy busi feed sale,pig feed sale
AS26571_3,5230,barbecu cook,sell barbecu meat,selfemploy busi barbecu meat sale,barbecu product sale
AS26572_1,2331,teacher,teacher,elementari school liangshanzhou,educ
AS26574_1,6111,farm,plant crop,farm,farm
AS26574_2,2331,teacher,teacher,elementari school,educ
AS26574_3,3433,worker,account financ close book,oil refineri,refin oil
AS26574_4,5122,chef,chef,geolog survey cafeteria,food servic
AS26574_5,9152,doorman,guard,petroleum bureau,oil explor develop
AS26574_6,3433,account,financi account,store,sell daili use articl
AS26574_7,2320,teacher,manag student,technic school,educ
AS26575_1,4100,offic staff,back offic,sichuan forestri survey design institut,forestri bureau
AS26575_2,4100,polit offic staff,polit offic,chengdu municip agricultur water bureau,hydropow
AS26575_3,3439,polit offic staff,polit offic,chengdu hydropow bureau,hydropow
AS26575_4,4111,polit offic staff,polit offic,court chengdu,court
AS26575_5,1239,disciplinari examin work,disciplinari examin,real estat compani chengdu,real estat busi
AS26575_6,4100,back offic work,back offic work,yinfa properti compani,resettl
AS26576_1,6110,farm,farm,farm,farm
AS26576_2,7132,tile mason,tile mason,construct site,construct site
AS26576_3,7422,instal,instal,furnitur shop center,furnitur shop center
AS26576_4,4132,dispatch,dispatch,furnitur shop center,shop center
AS26576_5,8322,driver,driver,driver,driver
AS26576_6,4132,dispatch,dispatch,furnitur shop center,shop center
AS26576_7,5220,aftersal servic,aftersal servic,furnitur shop center,shop center
AS26577_1,110,stand guard,stand guard,arm polic unit,armi
AS26577_2,6110,farm,farm,farm,farm
AS26577_3,7120,construct worker,construct worker,construct compani,construct compani
AS26579_1,6110,farm,farm,farm,farm
AS26579_2,7120,construct worker,construct worker,construct compani,construct compani
AS26580_1,6110,farm,farm,farm,farm
AS26580_2,8324,driver,driver,transport compani,transport compani
AS26581_1,6110,farm,farm,farm,farm
AS26581_2,7111,extract coal,extract coal,coal process plant,coal process plant
AS26581_3,6110,farm,farm,farm,farm
AS26582_1,7231,repair automobil,repair automobil,petroleum bureau,petroleum bureau
AS26582_2,3439,manag,manag,petroleum bureau,petroleum bureau
AS26584_1,6110,farmer,plant crop,farm,plant crop
AS26584_2,8322,drive pedicab,drive pedicab,selfemploy busi pedicab driver,passeng transport servic
AS26585_1,6110,farm,farm,farm,farm
AS26585_2,1210,selfemploy busi,selfemploy busi,selfemploy busi,selfemploy busi
AS26586_1,8263,sew worker,sew cloth militari region,apparel factori,apparel product
AS26587_1,8113,bore crew,bore crew,oil compani,oil
AS26587_2,4100,offici busi,offic,oil compani suin,oil
AS26587_3,4100,offici busi,offic clerk,oil compani chengdu,oil
AS26589_1,6111,farm work,farm work,rural villag,rural villag
AS26589_2,5220,sell potstew veget,sell potstew veget,food product busi,food product busi
AS26589_3,9312,casual labor,unskil labor,construct site,provid residenti construct
AS26590_1,2320,teacher,teacher,middl school chengdu,educ
AS26590_2,2451,editor,edit offici document letter,shidai press,publish
AS26591_1,4100,administr clerk,administr clerk,foreign trade compani,provid foreign trade
AS26591_2,3340,music teacher,music teacher,selfemploy teach music,provid music pedagogi
AS26592_1,3439,administr staff,administr manag,design institut,electr design servic
AS26594_1,6110,farm work,farm work,rural villag,rural villag
AS26595_1,4133,cargo transport worker secur worker,administr manag issu invoic,railway administr offic,provid railroad transport
AS26596_1,6112,farmer plant rubber tree,plant rubber tree,farm,plant rubber tree
AS26596_2,8171,diod control,diod control,mechan control productionmanufactur,digit control machineri product
AS26596_3,4100,administr,offic administr staff,mechan control digit product,digit diod manufactur
AS26596_4,3433,account,financi account,account firm,handl account affair
AS26597_1,6110,farm work,farm work,rural villag,rural villag
AS26597_2,9312,unskil construct worker,unskil construct worker,construct compani,provid construct
AS26599_1,3415,sale staff,sale,toothpast factori,produc sell toothpast
AS26599_2,1210,proprietor,busi manag,selfemploy busi,store
AS26599_3,1210,proprietor,busi manag,tea hous,tea hous
AS26600_1,6110,farmer,plant crop,farm,plant crop
AS26600_2,2331,teacher,servic elementari school teacher,elementari school,elementari educ
AS26600_3,3433,account,financi account statist,transport compani,transport servic compani
AS26601_1,6110,farm work,farm work,rural villag,rural villag
AS26601_2,8131,worker mill workshop,worker mill workshop,ceram tile factori,produc floor tile
AS26601_3,8232,worker inject mold workshop,worker inject mold workshop,plastic prepar factori,manufactur plastic automot part
AS26602_1,6110,farm,farm,farm,farm
AS26604_1,7142,painter,paint,furnitur factori,provid furnitur
AS26604_2,7233,machineri repairman,machineri repair,textil factori,provid textil product
AS26605_1,5122,cook,cook,motor transport unit tibet,armi
AS26605_2,8322,driver,drive automobil,motor transport unit tibet,motor transport unit
AS26605_3,3415,sale agent,elev sale repres,selfemploy busi elev sale,elev sale repres
AS26606_1,6110,farmer,plant crop,farm,plant crop
AS26607_1,6114,farm,plant crop veget,farm,farm
AS26607_2,6122,incub,collect duck egg,farm,rais duck
AS26609_1,2331,teacher,teacher,elementari school changdu,educ
AS26609_2,2331,teacher,teacher,wand elementari school changdu,educ
AS26610_1,6110,farmer,plant crop,farm,plant crop
AS26610_2,3415,salesperson,sell agricultur materi product,agricultur materi compani,agricultur materi byproduct sale
AS26610_3,3415,salesperson,merchandis purchas sale,commerc compani,sell merchandis 1
AS26610_4,5220,salesperson,sell mechan electr rubber product,selfemploy busi mechan electr product sale,mechan electr product rubber product sale
AS26611_1,6114,farm,plant crop veget,farm,farm
AS26611_2,5230,proprietor,sell fruit harvest grain,selfemploy busi,selfemploy busi
AS26611_3,7120,worker,manag,construct crew,build hous
AS26612_1,6110,farmer,plant crop,farm,plant crop
AS26614_1,2421,attorney,attorney,tax agenc,tax matter
AS26615_1,7123,civil construct worker,cement civil construct,construct site,home construct
AS26615_2,8324,driver,driver,produc transport,produc transport
AS26617_1,8263,lath oper,oper shop machineri,bayi apparel factori,apparel product
AS26617_2,5220,sell bed,sell bed,selfemploy busi bed sale,bed sale
AS26619_1,7124,woodwork,maintain repair door window,sport colleg,physic educ
AS26619_2,3471,stage artist,stage set design,song danc ensembl,stage art
AS26619_3,1210,proprietor,order stock,selfemploy busi,selfemploy busi
AS26619_4,3439,logist depart head,manag,pipelin compani sichuan,produc pipelin
AS26620_1,6111,farm,plant crop,farm,farm
AS26620_2,7120,construct worker,construct worker,construct compani,build hous
AS26620_3,8273,oper machineri,oper machin,flour mill,process wheat flour
AS26620_4,6112,farm,plant fruit,farm,plant fruit
AS26621_1,6112,farmer,plant veget,farm,plant veget
AS26622_1,6110,farmer,plant crop,farm,plant crop
AS26622_2,7124,construct worker,wood base construct,construct site,home construct
AS26624_1,6110,farmer,plant crop 1,farm,plant crop
AS26625_1,6110,farmer,plant crop,farm,plant crop
AS26625_2,5131,nanni,famili nanni,financ bureau,financ bureau
AS26625_3,9322,manual fold worker,manual fold worker,print work,print work
AS26625_4,5220,sell barber suppli,cosmet sale,selfemploy busi barber suppli sale,barber product sale
AS26626_1,6114,farm,plant crop veget,farm,farm
AS26626_2,8284,worker,worker,fit equip compani,produc fit equip
AS26627_1,9132,servic staff,clean organ room,hotel,food servic
AS26627_2,5220,servic staff,sell comput peripher,shop center,comput shop center
AS26629_1,3433,account,financi account,sale compani,sell steel materi equip
AS26630_1,4115,polic offic civil servant,organ inform process document,sichuan provinci depart public secur,preserv public order
AS26631_1,9162,environment sanit worker,clean,environment sanit compani,environment sanit servic
AS26632_1,6111,farm,plant crop,farm,farm
AS26634_1,3114,field tester,comput measur,telecommun bureau,telecommun servic
AS26634_2,5121,attend,restaur busi manag,selfemploy busi food servic,food servic
AS26635_1,5122,chef,chef,xihua univers,educ
AS26635_2,5122,chef,chef,univers electron scienc technolog china sichuan,educ
AS26636_1,3412,sale,sale,insur compani,provid insur servic
AS26637_1,8111,miner,miner,copper mine pengzhou,mine
AS26637_2,5122,chef,chef,copper mine pengzhou,mine
AS26639_1,8211,lath oper,shop oper,machineri factori dujiangyan,pump machineri product
AS26639_2,9151,receiv ship clerk,receiv distribut document newspap,machineri factori,pump machineri product
AS26639_3,2332,nurseri school teacher,nurseri school teacher,nurseri school dujiangyan,nurseri school educ
AS26640_1,6111,farm,plant crop,farm,farm
AS26641_1,7422,furnitur worker,make furnitur,furnitur manufactur,furnitur manufactur
AS26641_2,7123,scaffold worker,rebar worker,construct site,home construct
AS26642_1,2221,healthcar worker,administ inject surgic treatment,clinic,medic clinic
AS26642_2,3439,attend,ktv manag,selfemploy busi ktv,entertain servic
AS26644_1,6110,farmer,plant crop,farm,plant crop
AS26644_2,7124,woodwork,door window product,door window product,door window product
AS26644_3,5169,secur,secur guard,construct site secur,home construct
AS26644_4,7123,rebar splice worker,rebar splice worker,construct site,home construct
AS26645_1,6111,farm,plant crop,farm,farm
